0.000000000000000000e+00,1.000000000000000000e+00,9.049999299999999636e+00,6.038092920000000419e+00
0.000000000000000000e+00,2.000000000000000000e+00,1.134406889000000085e+01,7.398453780000000535e+00
0.000000000000000000e+00,3.000000000000000000e+00,6.082441390000000503e+00,3.603762960000000959e+00
0.000000000000000000e+00,4.000000000000000000e+00,2.273023080000000196e+00,6.205154779999999981e+00
0.000000000000000000e+00,5.000000000000000000e+00,1.368023150000000143e+01,6.539278499999999994e+00
0.000000000000000000e+00,6.000000000000000000e+00,1.412220821000000015e+01,5.560773320000000908e+00
0.000000000000000000e+00,7.000000000000000000e+00,1.365918498999999997e+01,2.386597980000001229e+00
0.000000000000000000e+00,8.000000000000000000e+00,1.408011519000000078e+01,3.198041299999999865e+00
0.000000000000000000e+00,9.000000000000000000e+00,1.435371982000000024e+01,7.851907399999999981e+00
0.000000000000000000e+00,1.000000000000000000e+01,1.073372010000000154e+00,8.281495039999999364e+00
0.000000000000000000e+00,1.100000000000000000e+01,8.839534199999999897e-01,7.899639360000000110e+00
0.000000000000000000e+00,1.200000000000000000e+01,4.840697300000000314e-01,7.875773380000000046e+00
0.000000000000000000e+00,1.300000000000000000e+01,2.104651000000000161e-01,7.374587800000000470e+00
0.000000000000000000e+00,1.400000000000000000e+01,1.144930144000000105e+01,9.498660019999999093e+00
0.000000000000000000e+00,1.500000000000000000e+01,1.083895265000000130e+01,9.236134240000000162e+00
0.000000000000000000e+00,1.600000000000000000e+01,1.022860385999999977e+01,9.522525999999999158e+00
0.000000000000000000e+00,2.100000000000000000e+01,9.786627150000001052e+00,1.527422700000000688e+00
0.000000000000000000e+00,2.200000000000000000e+01,9.323603930000000872e+00,4.773195800000014088e-01
0.000000000000000000e+00,2.500000000000000000e+01,1.096523171000000119e+01,1.286376319999999929e+01
0.000000000000000000e+00,2.130000000000000000e+02,4.398720589999999930e+00,1.126474254000000030e+01
0.000000000000000000e+00,2.140000000000000000e+02,3.956743880000000324e+00,1.124087656000000024e+01
0.000000000000000000e+00,2.150000000000000000e+02,4.672325220000000279e+00,1.019077344000000096e+01
0.000000000000000000e+00,2.160000000000000000e+02,4.251395020000000358e+00,9.999845600000000445e+00
0.000000000000000000e+00,2.170000000000000000e+02,7.681976150000000558e+00,4.701598040000000367e+00
0.000000000000000000e+00,2.180000000000000000e+02,3.704185760000000105e+00,3.699226880000001216e+00
0.000000000000000000e+00,2.190000000000000000e+02,7.303138970000000008e+00,3.245773259999999993e+00
