0.000000000000000000e+00,1.000000000000000000e+00,2.946511400000000336e-01,8.090567200000000625e+00
1.000000000000000000e+01,1.000000000000000000e+00,1.031278990000000118e+00,7.851907400000000870e+00
1.000000000000000000e+01,2.000000000000000000e+00,2.793445872727273183e-01,9.988997427272726881e+00
2.000000000000000000e+01,1.000000000000000000e+00,1.767906840000000201e+00,7.613247600000001114e+00
2.000000000000000000e+01,2.000000000000000000e+00,1.063805414545454520e+00,9.858819354545454772e+00
3.000000000000000000e+01,1.000000000000000000e+00,2.515447695185185406e+00,7.363980697777778417e+00
3.000000000000000000e+01,2.000000000000000000e+00,1.848266241818181888e+00,9.728641281818180886e+00
4.000000000000000000e+01,1.000000000000000000e+00,3.279358058148148292e+00,7.098803142222222640e+00
4.000000000000000000e+01,2.000000000000000000e+00,2.610576721153845980e+00,9.567504193076922903e+00
5.000000000000000000e+01,1.000000000000000000e+00,4.043268421111111621e+00,6.833625586666666862e+00
5.000000000000000000e+01,2.000000000000000000e+00,3.363394194230769241e+00,9.393098954615384244e+00
6.000000000000000000e+01,1.000000000000000000e+00,4.850830804814814989e+00,6.617947841481481852e+00
6.000000000000000000e+01,2.000000000000000000e+00,4.111864453703703681e+00,9.201661157777778044e+00
7.000000000000000000e+01,1.000000000000000000e+00,5.677101197407408151e+00,6.423484300740740949e+00
7.000000000000000000e+01,2.000000000000000000e+00,4.821209790740740964e+00,8.856930335555555089e+00
8.000000000000000000e+01,1.000000000000000000e+00,6.503371590000000424e+00,6.229020760000000045e+00
8.000000000000000000e+01,2.000000000000000000e+00,5.530555127777778246e+00,8.512199513333332135e+00
8.000000000000000000e+01,3.000000000000000000e+00,7.829301719999998133e-02,8.752132165600000846e+00
9.000000000000000000e+01,1.000000000000000000e+00,7.323459738275862385e+00,6.047968497931035081e+00
9.000000000000000000e+01,2.000000000000000000e+00,6.243556052758621355e+00,8.150643632413792972e+00
9.000000000000000000e+01,3.000000000000000000e+00,6.591766932000000523e-01,8.456194013600001114e+00
1.000000000000000000e+02,1.000000000000000000e+00,8.143547886551724346e+00,5.866916235862070117e+00
1.000000000000000000e+02,2.000000000000000000e+00,6.962040359655173205e+00,7.763850163448275943e+00
1.000000000000000000e+02,3.000000000000000000e+00,1.240060369200000068e+00,8.160255861599999605e+00
1.100000000000000000e+02,1.000000000000000000e+00,8.967264743448275510e+00,5.692447692413794336e+00
1.100000000000000000e+02,2.000000000000000000e+00,7.680524666551724167e+00,7.377056694482758914e+00
1.100000000000000000e+02,3.000000000000000000e+00,1.827928368518518587e+00,7.870469828888889019e+00
1.200000000000000000e+02,1.000000000000000000e+00,9.823639977931035716e+00,5.577232616551724753e+00
1.200000000000000000e+02,2.000000000000000000e+00,8.419519065652174561e+00,7.012447494782608537e+00
1.200000000000000000e+02,3.000000000000000000e+00,2.443733661111111122e+00,7.605292273333333242e+00
1.300000000000000000e+02,1.000000000000000000e+00,1.068001521241379415e+01,5.462017540689656059e+00
1.300000000000000000e+02,2.000000000000000000e+00,9.179023556956522611e+00,6.670022564347826588e+00
1.300000000000000000e+02,3.000000000000000000e+00,3.059538953703703879e+00,7.340114717777777464e+00
1.400000000000000000e+02,1.000000000000000000e+00,1.152647197666666656e+01,5.339615238666667096e+00
1.400000000000000000e+02,2.000000000000000000e+00,9.946580626000001146e+00,6.352169216800000129e+00
1.400000000000000000e+02,3.000000000000000000e+00,3.686427767187500315e+00,7.077008861875000001e+00
1.500000000000000000e+02,1.000000000000000000e+00,1.233325486000000026e+01,5.188464032000000614e+00
1.500000000000000000e+02,2.000000000000000000e+00,1.074634800600000162e+01,6.132602200800000958e+00
1.500000000000000000e+02,3.000000000000000000e+00,4.324400101562500431e+00,6.815974705624999963e+00
1.600000000000000000e+02,1.000000000000000000e+00,1.314003774333333396e+01,5.037312825333334132e+00
1.600000000000000000e+02,2.000000000000000000e+00,1.154611538600000031e+01,5.913035184800000899e+00
1.600000000000000000e+02,3.000000000000000000e+00,4.962372435937499660e+00,6.554940549375000813e+00
1.700000000000000000e+02,1.000000000000000000e+00,1.395162070789473674e+01,4.893781984210527014e+00
1.700000000000000000e+02,2.000000000000000000e+00,1.233409672040000160e+01,5.840482605600000987e+00
1.700000000000000000e+02,3.000000000000000000e+00,5.590718383636363420e+00,6.300618700000000239e+00
1.800000000000000000e+02,1.000000000000000000e+00,1.478240399736842114e+01,4.780732605263158241e+00
1.800000000000000000e+02,2.000000000000000000e+00,1.311702689240000019e+01,5.830936213600001139e+00
1.800000000000000000e+02,3.000000000000000000e+00,6.196602762424242350e+00,6.061958900000000483e+00
1.900000000000000000e+02,1.000000000000000000e+00,1.561318728684210555e+01,4.667683226315789469e+00
1.900000000000000000e+02,2.000000000000000000e+00,1.389701055300000121e+01,5.832845492000000576e+00
1.900000000000000000e+02,3.000000000000000000e+00,6.802487141212121280e+00,5.823299100000000728e+00
2.000000000000000000e+02,2.000000000000000000e+00,1.466520816800000127e+01,5.880577452000000704e+00
2.000000000000000000e+02,3.000000000000000000e+00,7.408371520000000210e+00,5.584639300000000972e+00
2.100000000000000000e+02,2.000000000000000000e+00,1.543340578300000132e+01,5.928309411999999945e+00
2.100000000000000000e+02,3.000000000000000000e+00,8.117716857037038380e+00,5.372497255555556350e+00
2.200000000000000000e+02,3.000000000000000000e+00,8.827062194074073886e+00,5.160355211111112617e+00
2.300000000000000000e+02,4.000000000000000000e+00,1.529411615318181816e+01,9.097277629090909201e+00
2.400000000000000000e+02,4.000000000000000000e+00,1.461488787590909055e+01,9.162366665454545256e+00
2.400000000000000000e+02,5.000000000000000000e+00,1.504224136142857304e+01,8.569023275238095039e+00
2.500000000000000000e+02,4.000000000000000000e+00,1.393565959863636472e+01,9.227455701818181311e+00
2.500000000000000000e+02,5.000000000000000000e+00,1.435071317571428651e+01,8.580388027619047620e+00
2.600000000000000000e+02,4.000000000000000000e+00,1.324043201517241464e+01,9.338181878620689602e+00
